from,to,time
tupi4,tupi1,0.148
tupi4,tupi1,0.148
tupi4,tupi1,0.147
tupi4,tupi1,0.142
tupi4,tupi1,0.144
tupi4,tupi1,0.152
tupi4,tupi1,0.156
tupi4,tupi1,0.147
tupi4,tupi1,0.148
tupi4,tupi1,0.150
tupi4,tupi1,0.154
tupi4,tupi1,0.150
tupi4,tupi1,0.125
tupi4,tupi1,0.150
tupi4,tupi1,0.148
tupi4,tupi1,0.145
tupi4,tupi1,0.149
tupi4,tupi1,0.145
tupi4,tupi1,0.150
tupi4,tupi1,0.137
tupi4,tupi1,0.147
tupi4,tupi1,0.125
tupi4,tupi1,0.149
tupi4,tupi1,0.149
tupi4,tupi1,0.149
tupi4,tupi1,0.139
tupi4,tupi1,0.154
tupi4,tupi1,0.157
tupi4,tupi1,0.146
tupi4,tupi1,0.151
tupi4,tupi1,0.149
tupi4,tupi1,0.154
tupi4,tupi1,0.128
tupi4,tupi1,0.150
tupi4,tupi1,0.146
tupi4,tupi1,0.151
tupi4,tupi1,0.157
tupi4,tupi1,0.158
tupi4,tupi1,0.154
tupi4,tupi1,0.150
tupi4,tupi1,0.151
tupi4,tupi1,0.135
tupi4,tupi1,0.188
tupi4,tupi1,0.142
tupi4,tupi1,0.166
tupi4,tupi1,0.166
tupi4,tupi1,0.147
tupi4,tupi1,0.183
tupi4,tupi1,0.126
tupi4,tupi1,0.152
tupi4,tupi1,0.133
tupi4,tupi1,0.124
tupi4,tupi1,0.149
tupi4,tupi1,0.146
tupi4,tupi1,0.186
tupi4,tupi1,0.147
tupi4,tupi1,0.141
tupi4,tupi1,0.151
tupi4,tupi1,0.150
tupi4,tupi1,0.152
tupi4,tupi1,0.157
tupi4,tupi1,0.148
tupi4,tupi1,0.128
tupi4,tupi1,0.151
tupi4,tupi1,0.155
tupi4,tupi1,0.143
tupi4,tupi1,0.146
tupi4,tupi1,0.148
tupi4,tupi1,0.150
tupi4,tupi1,0.144
tupi4,tupi1,0.150
tupi4,tupi1,0.146
tupi4,tupi1,0.115
tupi4,tupi1,0.083
tupi4,tupi1,0.154
tupi4,tupi1,0.150
tupi4,tupi1,0.149
tupi4,tupi1,0.147
tupi4,tupi1,0.154
tupi4,tupi1,0.153
tupi4,tupi1,0.153
tupi4,tupi1,0.153
tupi4,tupi1,0.145
tupi4,tupi1,0.151
tupi4,tupi1,0.149
tupi4,tupi1,0.154
tupi4,tupi1,0.142
tupi4,tupi1,0.119
tupi4,tupi1,0.144
tupi4,tupi1,0.180
tupi4,tupi1,0.139
tupi4,tupi1,0.152
tupi4,tupi1,0.143
tupi4,tupi1,0.149
tupi4,tupi1,0.153
